date,temperature,precipitation,wind_speed,weather_state
2024-10-31,12.8,0.0,8.6,cloudy
2024-11-01,12.6,0.0,10.3,cloudy
2024-11-02,8.5,0.0,4.6,cloudy
2024-11-03,11.2,0.0,6.8,cloudy
2024-11-04,10.0,0.0,3.1,partly_cloudy
2024-11-05,7.7,0.0,3.4,partly_cloudy
2024-11-06,7.4,0.0,2.2,partly_cloudy
2024-11-07,9.6,0.0,3.2,partly_cloudy
2024-11-08,8.2,0.0,5.2,cloudy
2024-11-09,5.9,0.0,5.3,cloudy
2024-11-10,7.1,,5.9,cloudy
2024-11-11,8.9,,6.4,cloudy
2024-11-12,7.7,,3.5,partly_cloudy
2024-11-13,10.4,,6.7,cloudy
2024-11-14,10.2,0.0,11.5,cloudy
2024-11-15,10.6,0.1,8.2,cloudy
2024-11-16,10.1,3.4,9.3,cloudy
2024-11-17,7.2,8.3,10.8,rainy
2024-11-18,5.9,4.4,11.0,cloudy
2024-11-19,3.0,3.5,3.3,cloudy
2024-11-20,2.2,8.9,3.8,rainy
2024-11-21,1.7,4.5,5.0,cloudy
2024-11-22,2.5,7.9,6.8,rainy
2024-11-23,4.5,10.1,9.0,rainy
2024-11-24,9.6,0.8,13.0,cloudy
2024-11-25,10.4,0.6,11.5,cloudy
2024-11-26,9.0,1.7,9.0,cloudy
2024-11-27,5.7,24.7,7.4,rainy
2024-11-28,5.0,0.0,9.8,cloudy
2024-11-29,5.1,0.0,5.4,cloudy
2024-11-30,5.2,0.0,8.0,cloudy
2024-12-01,5.5,2.4,7.7,cloudy
2024-12-02,8.5,1.2,8.6,cloudy
2024-12-03,5.2,0.1,8.3,cloudy
2024-12-04,4.3,0.2,3.4,partly_cloudy
2024-12-05,4.2,7.6,11.7,rainy
2024-12-06,4.6,0.5,6.4,cloudy
2024-12-07,5.0,3.1,7.8,cloudy
2024-12-08,5.6,0.5,7.0,cloudy
2024-12-09,4.2,0.0,9.1,cloudy
2024-12-10,2.3,0.0,4.6,cloudy
2024-12-11,4.2,0.4,3.8,partly_cloudy
2024-12-12,3.5,0.0,2.8,partly_cloudy
2024-12-13,1.8,0.0,5.0,cloudy
2024-12-14,5.6,0.4,8.1,cloudy
2024-12-15,8.1,1.0,9.1,cloudy
2024-12-16,9.5,0.0,12.4,cloudy
2024-12-17,8.8,0.6,8.7,cloudy
2024-12-18,8.3,9.0,12.3,rainy
2024-12-19,7.0,4.8,9.6,cloudy
2024-12-20,6.3,3.1,11.3,cloudy
2024-12-21,7.6,2.4,10.7,cloudy
2024-12-22,6.0,5.4,8.0,rainy
2024-12-23,6.1,0.0,11.7,cloudy
2024-12-24,5.6,0.2,6.1,cloudy
2024-12-25,7.9,0.2,6.7,cloudy
2024-12-26,7.0,0.7,4.5,cloudy
2024-12-27,5.7,0.8,3.8,partly_cloudy
2024-12-28,5.2,0.6,4.7,cloudy
2024-12-29,7.7,0.0,8.9,cloudy
2024-12-30,8.5,0.7,12.9,cloudy
2024-12-31,7.4,10.2,13.4,rainy
2025-01-01,7.8,6.4,15.6,stormy
2025-01-02,3.5,1.9,9.9,cloudy
2025-01-03,2.2,1.6,11.8,cloudy
2025-01-04,2.2,0.9,4.3,cloudy
2025-01-05,1.4,8.7,9.2,rainy
2025-01-06,6.4,2.7,13.5,cloudy
2025-01-07,4.9,4.5,15.1,stormy
2025-01-08,4.7,1.0,11.1,cloudy
2025-01-09,3.0,1.6,3.7,cloudy
2025-01-10,1.7,0.4,5.9,cloudy
2025-01-11,1.6,0.0,8.5,cloudy
2025-01-12,1.5,0.0,4.5,cloudy
2025-01-13,3.3,0.0,8.0,cloudy
2025-01-14,6.5,0.0,9.2,cloudy
2025-01-15,6.6,0.0,5.3,cloudy
